,mark,tag
3923,LH 135 GLENBOIG,Lilliehill
3924,LH 135 GLENBOIG,trough
3925,LILLIEHILL,Lilliehill
3926,LILLIEHILL,Lindsay and Anderson
3927,LILLIEHILL DUNFERMLINE,Linwood
3928,LINDSAY & ANDERSON LILLIE HILL TERRACOTTA WORKS DUNFERMLINE,Linwood
3929,LINDSAY & ANDERSON LILLIEHILL FIRE CLAY WORKS DUNFERMLINE,Linwood
3930,LINWOOD,Linwood
3931,LINWOOD,Littlemill
3932,LINWOOD,Littlemill
3933,LINWOOD,Littlemill
3934,LITT MILL,Littlemill
3935,LITTLE MILL,Littlemill
3936,LITTLE MILL,Lochgelly
3937,LITTLEMILL,Lochgelly
3938,LITTLEMILL,Lochgelly
3939,LOCHGELLY,Lochgelly
3940,LOCHGELLY,Lochgelly
3941,LOCHGELLY,Lochhead
3942,(LOCHGELLY) HGE,Lochhead
3943,LOCHGELLY COAL CO,Lochhead
3944,LOCHHEAD,Lochhead
3945,LOCHHEAD,Bourtreehill
3946,LOCHHEAD,Lochhead
3947,LOCHHEAD,Lochhead
3948,LOCHHEAD DUNFERMLINE,Lochhead
3949,LOCHHEAD DUNFERMLINE BOURTREEHILL KILMARNOCK,Lochside
3950,LOCH HEAD,Lochside
3951,LOCH HEAD PATENT,Lochside
3952,LOCHSIDE,Lochside
3953,LOCHSIDE,Lochside
3954,LOCHSIDE,Lochside
3955,LOCHSIDE,Lochside
3956,LOCHSIDE,Lochside
3957,LOCHSIDE C,Lochside
3958,LOCHSIDE COAL & FIRE CLAY CO LTD,Lochside
3959,LOCHSIDE COAL & FIRE CLAY CO LTD,Kersland
3960,LOCHSIDE COAL & FIRE CLAY CO LTD,Logan Dalry
3961,LOCHSIDE D,Logan Works
3962,LOCHSIDE D,Terally
3963,LOCHSIDE 1/4,Carfin Brickworks
3964,LOCHSIDE 1/4,Loganlea
3965,LOGAN DALRY,Logo
3966,LOGAN WORKS,Longbar
3967,LOGANLEA,Longbar
3968,LOGO,Atlas
3969,LOGO,Etna
3970,LONGBAR,Loudon and Miller
3971,LONGBAR,Carluke
3972,LONGBAR,Loudon and Miller
3973,LOTHIAN,Allanton
3974,LOTHIAN,Chimney
3975,LOTHIAN,Loudon and Russell
3976,LOUDON & MILLER CARLUKE,Allanton
3977,LOUDON & MILLER CARLUKE,Loudon and Russell
3978,LOUDON & MILLER MAULDSLIE BRICK & FIRE CLAY WORKS CARLUKE,Loudon and Russell
3979,LOUDON & RUSSELL ALLANTON BRICK & TILE WORKS BY WISHAW,Luke
3980,LOUDON & RUSSELL ALLANTON BRICK & TILE WORKS BY WISHAW,Preston Grange
3981,LOUDON & RUSSELL ALLANTON FIRECLAY WORKS NEWMAINS,Luke
3982,LOUDON & RUSSELL ALLANTON FIRECLAY WORKS NEWMAINS,Preston Grange
3983,LOUDON & RUSSELL LTD  NEWMAINS,Lylestone
3984,LUKE,Lylestone
3985,LUKE & CO,Southhook Fireclay Works
3986,LYLESTONE,Douglas Firebrick Company
3987,LYLESTONE,Glenboig
3988,LX SOUTHHOOK  KILMARNOCK,MB Sherriff
3989,L 10 DB 2        ,MB Sherriff
3990,M  ,MB Sherriff
3991,MB SHERRIFF DUNBAR,M C Co
3992,MB SHERRIFF DUNBAR,M C Co
3993,MB SHERRIFF PORTOBELLO,M C Co
3994,MC Co ,Merry and Cunningham
3995,MC Co ,Walkinshaw
3996,MC Co,P and M Hurll
3997,MC Co,Bourtreehill
3998,MC Co,Manufactured in Scotland and branded for National and Overseas Customers
3999,MC Co,McFerran
4000,MC Co,Republic of Ireland
4001,M & C LTD,Buccleuch
4002,M & C LTD,Matthew McIver
4003,M LTD MA  ,Buccleuch
4004,M LTD MA  ,Matthew McIver
4005,M LTD MA  ,Sanquhar
4006,MCFERRAN DUBLIN,Matthew McIver
4007,MCFERRAN DUBLIN,Sanquhar
4008,M MCIVER,Buccleuch
4009,M MCIVER,Matthew McIver
4010,M MCIVER,Sanquhar
4011,MCIVER SANQUHAR,John Gilchrist Stein
4012,MCIVER SANQUHAR,Nettle
4013,M MCIVER SANQUHAR,John Gilchrist Stein
4014,M MCIVER SANQUHAR,Nettle
4015,M MCIVER SANQUHAR BUCCLEUCH TERRACOTTA COY LTD SANQUHAR,John Gilchrist Stein
4016,M MCIVER SANQUHAR BUCCLEUCH TERRACOTTA COY LTD SANQUHAR,Nettle
4017,M NETTLE A1,P and M Hurll
4018,M NETTLE D,Glascot
4019,M NETTLE D,MAC
4020,M NETTLE D,Sankey
4021,M NETTLE D,Scotia
4022,MPT            ,BCM
4023,MPT            ,Glascot
4024,MPT            ,MAC
4025,MPT            ,Sankey
4026,MPT            ,Scotia
4027,MT        ,BCM
4028,MT        ,Glascot
4029,MT        ,MAC
4030,MT        ,Sankey
4031,MT        ,Scotia
4032,MAC BRAND        ,MAC
4033,MAC BRAND        ,Macbeth
4034,MAC BRAND        ,Manufactured in Scotland and branded for National and Overseas Customers
4035,MAC BRAND MADE IN GT BRITAIN        ,William MacIntyre
4036,MAC MADE IN GT BRITAIN        ,Barr
4037,MAC MADE IN GT BRITAIN        ,Mackie
4038,MACBETH BOMBAY  ,Barr
4039,MACBETH BOMBAY  ,Mackie
4040,MACINTYRE & CO KILWINNING,Barr
4041,MACINTYRE & CO KILWINNING,Mackie
4042,MACINTYRE & CO KILWINNING,Paver / Stable / Byre Block
4043,MACKIE BEITH,R and D Adam
4044,MACKIE BEITH,Maddiston
4045,MACKIE BEITH,Maddiston
4046,MADA,MAMSA
4047,MADA,Manufactured in Scotland and branded for National and Overseas Customers
4048,MADA,P and M Hurll
4049,MADDISTON,Mark Hurll
4050,MADDISTON,P and M Hurll
4051,MADDISTON,Mark Hurll
4052,MADDISTON,P and M Hurll
4053,MAMSA       possibly Hurll    ,Mark Hurll
4054,MAMSA       possibly Hurll    ,P and M Hurll
4055,MARK HURLL GLASGOW,Mark Hurll
4056,MARK HURLL GLASGOW,P and M Hurll
4057,MARK HURLL GLASGOW,Mars
4058,MARK HURLL GLASGOW,United Fireclay Products.
4059,MARK HURLL GLASGOW E,Eglinton Silica Brick Company
4060,MARK HURLL GLASGOW E,Manufactured in Scotland and branded for National and Overseas Customers
4061,MARK HURLL GLASGOW E,Martin
4062,MARK HURLL GLASGOW 2,Eglinton Silica Brick Company
4063,MARK HURLL GLASGOW 2,Manufactured in Scotland and branded for National and Overseas Customers
4064,MARK HURLL GLASGOW 2,Martin
4065,MARK HURLL GLASGOW 2,P and M Hurll
4066,MARS,Eglinton Silica Brick Company
4067,MARS,Manufactured in Scotland and branded for National and Overseas Customers
4068,MARS,Martin
4069,MARS,P and M Hurll
4070,MARTIN,Eglinton Silica Brick Company
4071,MARTIN,Manufactured in Scotland and branded for National and Overseas Customers
4072,MARTIN,Martin
4073,MARTIN,P and M Hurll
4074,MARTIN,Eglinton Silica Brick Company
4075,MARTIN,Manufactured in Scotland and branded for National and Overseas Customers
4076,MARTIN,Martin
4077,MARTIN,P and M Hurll
4078,MARTIN,Eglinton Silica Brick Company
4079,MARTIN,Manufactured in Scotland and branded for National and Overseas Customers
4080,MARTIN,Martin
4081,MARTIN,P and M Hurll
4082,MARTIN,Eglinton Silica Brick Company
4083,MARTIN,Manufactured in Scotland and branded for National and Overseas Customers
4084,MARTIN,Martin
4085,MARTIN,P and M Hurll
4086,MARTIN,Eglinton Silica Brick Company
4087,MARTIN,Manufactured in Scotland and branded for National and Overseas Customers
4088,MARTIN,Martin
4089,MARTIN,P and M Hurll
4090,MARTIN,Eglinton Silica Brick Company
4091,MARTIN,Manufactured in Scotland and branded for National and Overseas Customers
4092,MARTIN,Martin
4093,MARTIN,P and M Hurll
4094,MARTIN A,Eglinton Silica Brick Company
4095,MARTIN A,Manufactured in Scotland and branded for National and Overseas Customers
4096,MARTIN A,Martin
4097,MARTIN A,P and M Hurll
4098,MARTIN C,Eglinton Silica Brick Company
4099,MARTIN C,Manufactured in Scotland and branded for National and Overseas Customers
4100,MARTIN C,Martin
4101,MARTIN C,P and M Hurll
4102,MARTIN 1,Eglinton Silica Brick Company
4103,MARTIN 1,Manufactured in Scotland and branded for National and Overseas Customers
4104,MARTIN 1,Martin
4105,MARTIN 1,P and M Hurll
4106,MARTIN 3,Marykirk
4107,MARTIN 3,Primrosehill
4108,MARTIN GREAT BRITAIN,Brownlee
4109,MARTIN GREAT BRITAIN,Rochsolloch
4110,MARTIN 1 GREAT BRITAIN,Maxwood
4111,MARTIN 1 GREAT BRITAIN,Scottish bricks associated with particular structures
4112,MARYKIRK,Caradale
4113,MARYKIRK,Coltness Brickworks Limited
4114,MARYKIRK,GISCOL
4115,MARYKIRK,Mayfield
4116,MARYKIRK,Newmains Brickworks Morningside
4117,MASON & BROWNLEE ROCHSHOLLOCH,Castlecary Fireclay Company - Weir
4118,MASON & BROWNLEE ROCHSHOLLOCH,Manufactured in Scotland and branded for National and Overseas Customers
4119,MASON & BROWNLEE ROCHSHOLLOCH,Morgan Crucible
4120,MAXWOOD GALSTON,Braidwood
4121,MAYFIELD,Braidwood
4122,MC_L            .,Braidwood
4123,MCDONALD,Braidwood
4124,MCDONALD,Mcdonald
4125,MCDONALD BRAIDWOOD,Braidwood
4126,MCDONALD BRAIDWOOD,Mallsmire
4127,MCDONALD BRAIDWOOD,McIlwraith and Fullarton
4128,MCDONALD BRAIDWOOD,Hugh McIntyre
4129,MCDONALD BRAIDWOOD ,Anniesland
4130,MCDONALD BRAIDWOOD ,McLuckie
4131,MCDONALD BRAIDWOOD ,R and W Horn
4132,MCILWRAITH & FULLARTON MALLSMIRE GLASGOW,J and R Howie
4133,MCILWRAITH & FULLARTON MALLSMIRE GLASGOW,Roof Ventilator
4134,MCINTYRE & CO TORYGLEN GLASGOW,J and R Howie
4135,MCINTYRE & CO TORYGLEN GLASGOW,Roof Ventilator
4136,MCLUCKIE & HORN ANNIESLAND,MDN MRS
4137,MCLUCKIE & HORN ANNIESLAND,Smith and Wellstood
4138,MCRAE’S PATENT REGD NO 18808 J & R HOWIE SOLE MAKERS,Meta
4139,MCRAE’S PATENT REGD NO 18808 J & R HOWIE LTD SOLE MAKERS,J and R Howie
4140,MCRAE’S PATENT REGD NO 18808 J & R HOWIE LTD SOLE MAKERS,Meteor
4141,MDN MRS NO 9,J and R Howie
4142,MDN MRS NO 9,Meteor
4143,META,J and R Howie
4144,META,Meteor
4145,METEOR,Aberhill
4146,METEOR,Methil
4147,METEOR,Aberhill
4148,METEOR,Methil
4149,METEOR,Aberhill
4150,METEOR,Methil
4151,METHIL ,Aberhill
4152,METHIL ,Methil
4153,METHIL,Aberhill
4154,METHIL,Methil
4155,METHIL,David Methven
4156,METHIL,Peter Mitchell
4157,METHIL,Portobello
4158,METHIL,Westbank
4159,METHIL X,Peter Mitchell
4160,METHIL X,Westbank
4161,METHVEN,Peter Mitchell
4162,METHVEN,Portobello
4163,METHVEN,Westbank
4164,MITCHELL WEST BANK PORTOBELLO,George Turnbull
4165,MITCHELL WEST BANK PORTOBELLO,Glenvault
4166,MITCHELL WEST BANK PORTOBELLO,Robert Miller
4167,MITCHELL WEST BANK PORTOBELLO,George Turnbull
4168,MITCHELL WEST BANK PORTOBELLO,Glenvault
4169,MITCHELL WEST BANK PORTOBELLO,Robert Miller
4170,MITCHELL WESTBANK PORTOBELLO,Jawcraig
4171,MITCHELL WESTBANK PORTOBELLO,Millstone Grit and Fireclay Co
4172,MILLER GLENVAULT,Jawcraig
4173,MILLER GLENVAULT,Millstone Grit and Fireclay Co
4174,MILLER & CO GLENVAULT,Jawcraig
4175,MILLER & CO GLENVAULT,Millstone Grit and Fireclay Co
4176,MILLSTONE,Millstone Grit and Fireclay Co
4177,MILLSTONE,Milton
4178,MILLSTONE,Milton
4179,MILLSTONE,Milton
4180,MILTON,Cherryton
4181,MILTON,Minto Brick Company
4182,MILTON BRICK WKS LTD,Bonshaw
4183,MILTON BRICK WKS LTD,Moffat and Murray
4184,MILTON CARLUKE,Hugh Montgomery
4185,MILTON CARLUKE,William Gilchrist
4186,MINTO,Montrose
4187,MINTO,Seaton
4188,MOFFAT & MURRAY,Montrose
4189,MOFFAT & MURRAY,Seaton
4190,MONTGOMERY & GILCHRIST NEWLANDS GLASGOW,Blantyreferme
4191,MONTGOMERY & GILCHRIST NEWLANDS GLASGOW,Moore
4192,MONTROSE,Blantyreferme
4193,MONTROSE,Moore
4194,MONTROSE,Morningside Fireclay
4195,MOORE,Morningside Fireclay
4196,MOORE,Morningside Fireclay
4197,MORNINGSIDE,Morningside Fireclay
4198,MORNINGSIDE,Morningside Fireclay
4199,MORNINGSIDE,Altos
4200,MORNINGSIDE,Morningside Fireclay
4201,MORNINGSIDE,Baby brick
4202,MORNINGSIDE,Morningside Fireclay
4203,MORNINGSIDE,Morningside Fireclay
4204,MORNINGSIDE ALTOS,Morningside Fireclay
4205,MORNINGSIDE FIREBRICKS,Morningside Fireclay
4206,MORNINGSIDE L12,Morningside Fireclay
4207,MORNINGSIDE O,Morningside Fireclay
4208,MORNINGSIDE S,Morningside Fireclay
4209,MORNINGSIDE X,Motherwell Brick Company
4210,MORNINGSIDE 1,Motherwell Brick Company
4211,MORNINGSIDE 3,Mount Vernon
4212,MOTHERWELL,Mount Vernon
4213,MOTHERWELL,Fingerprint
4214,MOTHERWELL,India
4215,MOTHERWELL,Manufactured in Scotland and branded for National and Overseas Customers
4216,MOTHERWELL,MSMR
4217,MOTHERWELL,P and M Hurll
4218,MOTHERWELL,Railway Related
4219,MOUNT VERNON,Mount Vernon
4220,MOUNT VERNON,John Gilchrist Stein
4221,MOUNT VERNON,Memorabilia
4222,MOUNT VERNON,Mubel
4223,MSMR,Barbauchlaw
4224,MSMR,Robert Muir
4225,MT VERNON,Barbauchlaw
4226,MT VERNON,Robert Muir
4227,MUBEL S A ,Muir Armadale
4228,MUBEL S A ,Robert Muir
4229,MUIR,Barbauchlaw
4230,MUIR,Muir Armadale
4231,MUIR,Robert Muir
4232,MUIR,Barbauchlaw
4233,MUIR,Muir Armadale
4234,MUIR,Robert Muir
4235,MUIR ARMADALE,Barbauchlaw
4236,MUIR ARMADALE,Muir Armadale
4237,MUIR ARMADALE,Robert Muir
4238,MUIR ARMADALE,Barbauchlaw
4239,MUIR ARMADALE,Muir Armadale
4240,MUIR ARMADALE,Robert Muir
4241,MUIR ARMADALE,Barbauchlaw
4242,MUIR ARMADALE,Muir Armadale
4243,MUIR ARMADALE,Robert Muir
4244,MUIR ARMADALE,Foreign bricks found in Scotland
4245,MUIR ARMADALE,John Munro
4246,MUIR ARMADALE,Scottish Brickmakers Abroad
4247,MUIR ARMADALE,USA
4248,MUIR ARMADALE 8,Fingerprint
4249,MUIR ARMADALE 8,Manufactured in Scotland and branded for National and Overseas Customers
4250,MUIR ARMADALE 8,Muzzio
4251,MUIR ARMADALE 8,Roughcastle
4252,MUIR ARMADALE 10,John Gilchrist Stein
4253,MUIR ARMADALE 10,Myrtle
4254,MUNRO,John Gilchrist Stein
4255,MUNRO,Myrtle
4256,MUZZIO  ,John Gilchrist Stein
4257,MUZZIO  ,Myrtle
4258,MYRTLE,John Gilchrist Stein
4259,MYRTLE,Myrtle
4260,MYRTLE A,John Gilchrist Stein
4261,MYRTLE A,Myrtle
4262,MYRTLE G,John Gilchrist Stein
4263,MYRTLE G,Myrtle
4264,MYRTLE J,John Gilchrist Stein
4265,MYRTLE J,Myrtle
4266,MYRTLE L,John Gilchrist Stein
4267,MYRTLE L,Myrtle
4268,MYRTLE N 1 8664,John Gilchrist Stein
4269,MYRTLE N 1 8664,Myrtle
4270,MYRTLE SD,John Gilchrist Stein
4271,MYRTLE SD,Myrtle
4272,MYRTLE SD,John Gilchrist Stein
4273,MYRTLE SD,Myrtle
4274,MYRTLE SD A,John Gilchrist Stein
4275,MYRTLE SD A,Myrtle
4276,MYRTLE SD G,John Gilchrist Stein
4277,MYRTLE SD G,Myrtle
4278,MYRTLE SD R E,John Gilchrist Stein
4279,MYRTLE SD R E,Myrtle
4280,MYRTLE SD 314,John Gilchrist Stein
4281,MYRTLE SD 314,Myrtle
4282,MYRTLE W,Babcock and Wilcox
4283,MYRTLE W,Douglas Firebrick Company
4284,MYRTLE W,Morgan Crucible
4285,MYRTLE W,Morgan Refractories
4286,MYRTLE 131 L,John Gilchrist Stein
4287,MYRTLE 8664,John Gilchrist Stein
4288,M 2 R  ,John Gilchrist Stein
4289,M266,P and M Hurll
4290,M288,Northern Patent
4291,M288,Seaton
4292,M288,Torry
4293,M328 ,Bonnybridge Silica and Fireclay Co
4294,M328 ,Sillimanite
4295,N  ,John Gilchrist Stein
4296,N  ,Thistle
4297,N P BRICK & TILE CO TORRY ABERDEEN,John Gilchrist Stein
4298,N P BRICK & TILE CO TORRY ABERDEEN,Nettle
4299,N SILLIMANITE,John Gilchrist Stein
4300,N SILLIMANITE,NA1
4301,N SILLIMANITE,Nettle
4302,N 06265 THISTLE D GD 3,Detrick
4303,N 06265 THISTLE D GD 3,John Gilchrist Stein
4304,N 06265 THISTLE D GD 3,NA1
4305,N 06265 THISTLE D GD 3,Nettle
4306,N 50,John Gilchrist Stein
4307,N 50,Nettle
4308,NA1,John Gilchrist Stein
4309,NA1,NA1
4310,NA1 DET SF13,Glenboig
4311,NA1 8,National Coal Board
4312,NA1 1 2,Annbank
4313,NA1 1 2,National Coal Board
4314,NA1 1 2,William Baird
4315,NB / 12 GLENBOIG A1,Balgonie
4316,NB / 12 GLENBOIG A1,National Coal Board
4317,NCB  .,Barbauchlaw
4318,NCB  .,National Coal Board
4319,NCB ANNBANK,Barbauchlaw
4320,NCB ANNBANK,National Coal Board
4321,NCB BALGONIE,Barbauchlaw
4322,NCB BALGONIE,National Coal Board
4323,NCB BAR LAW,Blantyreferme
4324,NCB BAR LAW,National Coal Board
4325,NCB BAR LAW,Blantyreferme
4326,NCB BAR LAW,National Coal Board
4327,NCB BAR LAW,Blantyreferme
4328,NCB BAR LAW,National Coal Board
4329,NCB BL’FERME,Buccleuch
4330,NCB BL’FERME,National Coal Board
4331,NCB BL/FERME,Dalmellington
4332,NCB BL/FERME,Dunaskin
4333,NCB BL/FERME,National Coal Board
4334,NCB BL\FERME,Dalmellington
4335,NCB BL\FERME,Dunaskin
4336,NCB BL\FERME,National Coal Board
4337,NCB BUCCLEUCH,Fauldhead
4338,NCB BUCCLEUCH,National Coal Board
4339,NCB DICO,Gartshore
4340,NCB DUNASKIN,Gartshore
4341,NCB DUNASKIN,National Coal Board
4342,NCB FAULDHEAD,Gateside
4343,NCB FAULDHEAD,National Coal Board
4344,NCB GARTSHORE,Gateside
4345,NCB GARTSHORE,National Coal Board
4346,NCB GARTSHORE,Gartshore
4347,NCB GARTSHORE,National Coal Board
4348,NCB GATESIDE,Lochgelly
4349,NCB GATESIDE,National Coal Board
4350,NCB GATESIDE,National Coal Board
4351,NCB GATESIDE,Newton
4352,NCB G’SHORE ,Newton
4353,NCB LOCHGELLY,Newton
4354,NCB NEWTON,Newton
4355,NCB NEWTON,National Coal Board
4356,NCB NEWTON,Niddrie Brick Works
4357,NCB NEWTON,National Coal Board
4358,NCB NEWTON,Niddrie Brick Works
4359,NCB NEWTON,National Coal Board
4360,NCB NEWTON,Preston Grange
4361,NCB NIDDRIE,National Coal Board
4362,NCB NIDDRIE,Preston Grange
4363,NCB NIDDRIE,National Coal Board
4364,NCB NIDDRIE,Roslin
4365,NCB P/GRANGE,National Coal Board
4366,NCB P/GRANGE,Shotts
4367,NCB P GRANGE,National Coal Board
4368,NCB P GRANGE,Skares
4369,NCB ROSLIN,National Coal Board
4370,NCB ROSLIN,Skares
4371,NCB SHOTTS,National Coal Board
4372,NCB SHOTTS,Skares
4373,NCB SKARES,Edinburgh
4374,NCB SKARES,National Coal Board
4375,NCB SKARES,Wallyford
4376,NCB SKARES,Edinburgh
4377,NCB SKARES,Wallyford
4378,NCB SKARES,National Coal Board
4379,NCB SKARES,Whitehill
4380,NCB WALLYFORD,National Coal Board
4381,NCB WALLYFORD,Whitehill
4382,NCB WALLYFORD,John Gilchrist Stein
4383,NCB WALLYFORD,Nettle
4384,NCB WHITEHILL,Nellfield
4385,NCB WHITEHILL,Nellfield
4386,ND 611 Y,Nellfield
4387,NELLFIELD,Nellfield
4388,NELLFIELD,Nellfield
4389,NELLFIELD BRAIDWOOD,Nellfield
4390,NELLFIELD BRAIDWOOD,Nellfield
4391,NELLFIELD BRAIDWOOD,John Gilchrist Stein
4392,NELLFIELD BRAIDWOOD,Nettle
4393,NELLFIELD BRAIDWOOD,John Gilchrist Stein
4394,NELLFIELD BRAIDWOOD,Nettle
4395,NELLFIELD BRICK & TILE CO BRAIDWOOD,John Gilchrist Stein
4396,NELLFIELD BRICK & TILE CO BRAIDWOOD,Nettle
4397,NETT A1,John Gilchrist Stein
4398,NETT A1,Nettle
4399,NETTLE ,John Gilchrist Stein
4400,NETTLE ,Nettle
4401,NETTLE,John Gilchrist Stein
4402,NETTLE,Nettle
4403,NETTLE,John Gilchrist Stein
4404,NETTLE,Nettle
4405,NETTLE A1,John Gilchrist Stein
4406,NETTLE A1,Nettle
4407,NETTLE A1,John Gilchrist Stein
4408,NETTLE A1,Nettle
4409,NETTLE A1,John Gilchrist Stein
4410,NETTLE A1,Nettle
4411,NETTLE A1,John Gilchrist Stein
4412,NETTLE A1,Nettle
4413,NETTLE A 1,John Gilchrist Stein
4414,NETTLE A 1,Nettle
4415,NETTLE A1 C,John Gilchrist Stein
4416,NETTLE A1 C,Nettle
4417,NETTLE A1 E,John Gilchrist Stein
4418,NETTLE A1 E,Nettle
4419,NETTLE A1 G,John Gilchrist Stein
4420,NETTLE A1 G,Nettle
4421,NETTLE A1 K,John Gilchrist Stein
4422,NETTLE A1 K,Nettle
4423,NETTLE A1 NO 2,John Gilchrist Stein
4424,NETTLE A1 NO 2,Nettle
4425,NETTLE A1 O,John Gilchrist Stein
4426,NETTLE A1 O,Nettle
4427,NETTLE A1 W,John Gilchrist Stein
4428,NETTLE A1 W,Nettle
4429,NETTLE A1 1,John Gilchrist Stein
4430,NETTLE A1 1,Nettle
4431,NETTLE A1 2.81,John Gilchrist Stein
4432,NETTLE A1 2.81,Nettle
4433,NETTLE A1 5,John Gilchrist Stein
4434,NETTLE A1 5,Nettle
4435,NETTLE A1 12,John Gilchrist Stein
4436,NETTLE A1 12,Nettle
4437,NETTLE A1 48   57,John Gilchrist Stein
4438,NETTLE A1 48   57,Nettle
4439,NETTLE A 2,John Gilchrist Stein
4440,NETTLE A 2,Nettle
4441,NETTLE A 13,John Gilchrist Stein
4442,NETTLE A 13,Nettle
4443,NETTLE A 2 78,Checker
4444,NETTLE A 2 78,John Gilchrist Stein
4445,NETTLE A 2 78,Nettle
4446,NETTLE B,John Gilchrist Stein
4447,NETTLE B,Nettle
4448,NETTLE B 1,John Gilchrist Stein
4449,NETTLE B 1,Nettle
4450,NETTLE C,John Gilchrist Stein
4451,NETTLE C,Nettle
4452,NETTLE C,John Gilchrist Stein
4453,NETTLE C,Nettle
4454,NETTLE   C,John Gilchrist Stein
4455,NETTLE   C,Nettle
4456,NETTLE CD,John Gilchrist Stein
4457,NETTLE CD,Nettle
4458,NETTLE D,John Gilchrist Stein
4459,NETTLE D,Nettle
4460,NETTLE D,John Gilchrist Stein
4461,NETTLE D,Nettle
4462,NETTLE D,John Gilchrist Stein
4463,NETTLE D,Nettle
4464,NETTLE DA,John Gilchrist Stein
4465,NETTLE DA,Nettle
4466,NETTLE D A,John Gilchrist Stein
4467,NETTLE D A,Nettle
4468,NETTLE D A 78,John Gilchrist Stein
4469,NETTLE D A 78,Nettle
4470,NETTLE D A 79,John Gilchrist Stein
4471,NETTLE D A 79,Nettle
4472,NETTLE D B,John Gilchrist Stein
4473,NETTLE D B,Nettle
4474,NETTLE D 1,John Gilchrist Stein
4475,NETTLE D 1,Nettle
4476,NETTLE D 3 A   79,John Gilchrist Stein
4477,NETTLE D 3 A   79,Nettle
4478,NETTLE D 4,John Gilchrist Stein
4479,NETTLE D 4,Nettle
4480,NETTLE D 8,John Gilchrist Stein
4481,NETTLE D 8,Nettle
4482,NETTLE D 12,John Gilchrist Stein
4483,NETTLE D 12,Nettle
4484,NETTLE D 36   45,John Gilchrist Stein
4485,NETTLE D 36   45,Nettle
4486,NETTLE D 629 Z,John Gilchrist Stein
4487,NETTLE D 629 Z,Nettle
4488,NETTLE D 8036,John Gilchrist Stein
4489,NETTLE D 8036,Nettle
4490,NETTLE DA E,John Gilchrist Stein
4491,NETTLE DA E,Nettle
4492,NETTLE D A1,John Gilchrist Stein
4493,NETTLE D A1,Nettle
4494,NETTLE DA 10008,John Gilchrist Stein
4495,NETTLE DA 10008,Nettle
4496,NETTLE D 1,John Gilchrist Stein
4497,NETTLE D 1,Nettle
4498,NETTLE D 2,John Gilchrist Stein
4499,NETTLE D 2,Nettle
4500,NETTLE   D D,John Gilchrist Stein
4501,NETTLE   D D,Nettle
4502,NETTLE   D A 14,John Gilchrist Stein
4503,NETTLE   D A 14,Nettle
4504,NETTLE D C,John Gilchrist Stein
4505,NETTLE D C,Nettle
4506,NETTLE D C 1,John Gilchrist Stein
4507,NETTLE D C 1,Nettle
4508,NETTLE   D G,John Gilchrist Stein
4509,NETTLE   D G,Nettle
4510,NETTLE   D H,John Gilchrist Stein
4511,NETTLE   D H,Nettle
4512,NETTLE   D K,John Gilchrist Stein
4513,NETTLE   D K,Nettle
4514,NETTLE D O,John Gilchrist Stein
4515,NETTLE D O,Nettle
4516,NETTLE DX,John Gilchrist Stein
4517,NETTLE DX,Nettle
4518,NETTLE   D 2.88,John Gilchrist Stein
4519,NETTLE   D 2.88,Nettle
4520,NETTLE   D 2.90,John Gilchrist Stein
4521,NETTLE   D 2.90,Nettle
4522,NETTLE   D 2.92,John Gilchrist Stein
4523,NETTLE   D 2.92,Nettle
4524,NETTLE   D < 2.94,John Gilchrist Stein
4525,NETTLE   D < 2.94,Nettle
4526,NETTLE D 2036,John Gilchrist Stein
4527,NETTLE D 2036,Nettle
4528,NETTLE D 2136,John Gilchrist Stein
4529,NETTLE D 2136,Nettle
4530,NETTLE D 311Y,John Gilchrist Stein
4531,NETTLE D 311Y,Nettle
4532,NETTLE   D 36 48,John Gilchrist Stein
4533,NETTLE   D 36 48,Nettle
4534,NETTLE E,John Gilchrist Stein
4535,NETTLE E,Nettle
4536,NETTLE F,John Gilchrist Stein
4537,NETTLE F,Nettle
4538,NETTLE   F2,John Gilchrist Stein
4539,NETTLE   F2,Nettle
4540,NETTLE   F3,John Gilchrist Stein
4541,NETTLE   F3,Nettle
4542,NETTLE G,John Gilchrist Stein
4543,NETTLE G,Nettle
4544,NETTLE K ,John Gilchrist Stein
4545,NETTLE K ,Nettle
4546,NETTLE H & B,John Gilchrist Stein
4547,NETTLE H & B,Nettle
4548,NETTLE H & B1,John Gilchrist Stein
4549,NETTLE H & B1,Nettle
4550,NETTLE INWALL 1,John Gilchrist Stein
4551,NETTLE INWALL 1,Nettle
4552,NETTLE L,John Gilchrist Stein
4553,NETTLE L,Nettle
4554,NETTLE L,John Gilchrist Stein
4555,NETTLE L,Nettle
4556,NETTLE O,John Gilchrist Stein
4557,NETTLE O,Nettle
4558,NETTLE  O,John Gilchrist Stein
4559,NETTLE  O,Nettle
4560,NETTLE SD,John Gilchrist Stein
4561,NETTLE SD,Nettle
4562,NETTLE STOVE 1,John Gilchrist Stein
4563,NETTLE STOVE 1,Nettle
4564,NETTLE W,John Gilchrist Stein
4565,NETTLE W,Nettle
4566,NETTLE 1,John Gilchrist Stein
4567,NETTLE 1,Nettle
4568,NETTLE   1,John Gilchrist Stein
4569,NETTLE   1,Nettle
4570,NETTLE 1 A,John Gilchrist Stein
4571,NETTLE 1 A,Nettle
4572,NETTLE 2  ,John Gilchrist Stein
